id,class,orbital_period,transit_duration,transit_depth,planet_radius,equilibrium_temperature,insolation_flux,stellar_effective_temperature,stellar_surface_gravity,stellar_radius,ra,dec
10289,FALSE POSITIVE,2.1679,1.39,560.0,5.32848,2820.0,10508.5,10596.0,4.27,2.0,340.909648,69.091928
10291,CANDIDATE,7.764691,3.185,24530.0,15.6068,849.0,86.3134,5404.7,4.4,0.99,317.639908,-23.305817
10292,CANDIDATE,1.5982014,2.254,296.0,2.28827,2451.0,5992.53,6594.0,4.23,1.49,358.213636,61.36026
10293,CANDIDATE,6.453624,3.582,200.0,1.35756,1423.0,680.81,7257.0,4.64,1.02,309.348824,70.954088
10294,FALSE POSITIVE,1.7126115,3.128,340.0,2.01928,2285.0,4528.0,5932.2,4.48,1.0,318.049804,68.05247
10296,FALSE POSITIVE,5.8089284,5.137,1111.0,3.79308,1664.0,1275.72,6406.0,4.34,1.27,3.021798,66.650523
10297,FALSE POSITIVE,1.49446,2.114,890.0,4.21366,2065.0,3024.1,6587.0,4.27,1.43,359.741171,61.554089
10298,CONFIRMED,3.3326189,3.5620066,8310.5066162,15.6399082,1590.6670806,1512.9973764,5768.2,4.0,1.6948299,279.262473,40.018691
10299,CONFIRMED,5.0172146,3.7363301,14236.9594003,13.5478019,1143.9473896,404.711186,5930.0,4.4,1.10013,274.701253,45.172219
10300,CONFIRMED,2.1436364,3.1539349,9203.7552743,18.0537588,1949.0214829,3410.2601185,6148.0,4.01,1.77061,291.162386,55.473027
10301,CONFIRMED,4.5421594,4.294,9760.0,17.3816,1491.0,821.405,5939.3,4.0,1.73,224.872859,46.9601
10302,CONFIRMED,4.2311173,4.3531635,7261.2759361,14.6260711,1584.3518526,1489.1126253,6671.0,4.14,1.6640199,79.768253,-71.895527
10303,CONFIRMED,12.0557353,1.959,807.0,2.39173,584.0,19.3677,5504.0,4.58,0.83,352.016676,75.552607
10304,CANDIDATE,15.2521892,1.3463514,871.2527446,2.8346585,860.5738999,129.6204972,5473.0,4.46488,0.949022,50.916451,25.047935
10305,FALSE POSITIVE,8.2491871,4.9807847,117724.0282614,8.0476984,264.4172054,1.1552603,2990.0,5.13581,0.165066,42.155188,62.18926
10306,FALSE POSITIVE,12.1582804,2.1406837,3430.7762638,1.9160277,326.1491782,2.6741524,3429.0,4.90092,0.3232,266.767331,57.226662
10307,CONFIRMED,0.98933,1.0357615,1519.669587,1.8303854,848.0098579,122.2150262,3455.0,4.76798,0.465258,56.39061,37.11228
10308,FALSE POSITIVE,34.9270483,2.7546907,110264.9392094,18.8285063,242.488665,0.8171218,3496.0,4.9,0.389199,246.624072,66.144224
10309,FALSE POSITIVE,1.7729239,1.8255671,26694.3797428,14.9468862,1076.8402129,317.7796355,4769.0,4.64845,0.687841,44.292951,33.312657
10310,FALSE POSITIVE,4.076684,4.4132181,10459.727229,17.5223182,1571.9653862,1443.0883389,6531.44,4.13711,1.64302,37.893241,34.368925
10311,CANDIDATE,0.9150623,0.6662728,4304.9322224,5.386904,1109.3660254,357.9484179,3810.0,4.56875,0.701237,15.321545,55.69801
10312,FALSE POSITIVE,0.901465,2.5562155,3156.5658264,3.4348127,1083.3609617,325.5470241,3896.0,4.64192,0.611023,35.807322,56.570014
10313,FALSE POSITIVE,7.31898,3.771,3809.3,8.79673,1296.0,468.718,5926.0,4.27,1.3,320.054292,-51.309972
10314,CONFIRMED,1.9495403,0.8060618,2089.2444115,1.3929217,560.7827791,23.3722044,3414.0,4.97292,0.260187,44.338874,76.551405
10315,CANDIDATE,1.8646725,1.028,570.0,12.8352,2202.0,3903.88,9898.0,3.77846,3.4,40.245588,42.871248
10316,CANDIDATE,37.4590076,2.863,5850.0,20.3559,554.0,15.6505,5730.0,4.09817,1.5,288.049519,63.657061
10317,CANDIDATE,20.0795217,1.2186554,1065.5355707,2.7170462,508.9693869,15.8594327,4763.0,4.54306,0.777584,272.264241,53.217729
10319,FALSE POSITIVE,2.1721416,2.7480823,17864.5520776,18.0850347,1677.7485906,1872.5289135,6198.0,4.27912,1.30937,32.294112,40.401942
10320,FALSE POSITIVE,3.623909,2.6568012,26979.8210456,6.9347137,373.8573643,4.6168393,3514.0,4.81377,0.414101,312.32708,70.796604
10321,FALSE POSITIVE,6.9744232,2.124,9189.0,37.9891,1103.0,245.906,5821.7,3.97,1.86,207.874218,84.071615
10322,CANDIDATE,7.3315684,1.287,893.0,2.77433,637.0,27.4026,4871.6,4.48,0.84,45.401179,69.229924
10323,FALSE POSITIVE,3.4557863,2.164,6423.0,16.0772,2058.0,2978.62,8170.0,4.24,1.78,85.66321,35.185708
10324,FALSE POSITIVE,7.757643,2.8561356,7336.6908822,12.7936991,993.2304197,161.5793695,6038.0,3.96,1.91151,88.886226,-57.290745
10325,FALSE POSITIVE,9.1505,2.986,1370.0,11.1497,1132.0,272.763,7719.0,3.74,3.02,76.851285,36.275085
10326,CONFIRMED,3.7649949,2.642,14735.0,17.8182,1367.0,580.386,6724.0,4.29,1.42,94.792955,73.827567
10327,FALSE POSITIVE,0.6664948,1.38,260.0,3.217,2004.0,2681.48,5329.0,3.8,1.99,188.3547,84.678957
10330,CANDIDATE,3.2786617,2.631,1101.0,3.61232,1243.0,396.593,5411.0,4.29,1.15,61.172234,52.256992
10331,CANDIDATE,1112.7562924,9.386,6669.0,20.062,1388.0,617.103,6324.0,4.34,1.26,63.230018,53.68705
10332,FALSE POSITIVE,5.6309047,3.877,1683.0,7.00844,1933.0,2320.13,5304.0,4.6,0.79,66.370139,46.365902
10333,FALSE POSITIVE,0.6803433,2.0674164,565.5754223,8.1888041,4165.8164478,71174.0244493,7325.5,3.71,2.97877,65.876229,35.495109
10334,CONFIRMED,5.8775548,2.9027641,412.2881337,2.1822904,1031.1383185,267.1706249,5977.0,4.47,1.00568,277.925194,82.305949
10335,CANDIDATE,3.3985674,2.197,171.0,1.18609,1288.0,456.908,5977.0,4.47,1.01,277.925194,82.305949
10336,CANDIDATE,5.0611315,1.5562414,5276.0349302,9.1484302,1002.9601068,239.1418795,5254.0,4.45,1.00217,323.196086,-44.018036
10337,FALSE POSITIVE,1.3561596,2.504,482.0,4.12493,2908.0,11881.9,6375.0,4.0,1.86,85.581285,49.513452
10340,FALSE POSITIVE,2.37532,2.957,1940.0,13.5855,3490.0,24634.5,7895.7,4.06,2.11,89.934847,33.506969
10341,CANDIDATE,11.835079,2.094,336.0,2.5354,750.0,52.6622,6225.0,5.06078,1.34,276.937885,55.755753
10343,FALSE POSITIVE,1.69433,2.169,650.0,5.20733,2165.0,3651.29,7185.0,4.04,2.0,89.420179,36.765805
10345,FALSE POSITIVE,2.363311,3.294,1121.0,2.74038,1697.0,1379.02,5420.0,4.38,1.04,348.607533,76.93432
10346,CONFIRMED,2.6800536,1.758,456.0,2.3437,1198.0,342.997,5550.0,4.37,1.07,45.956474,83.587427
10348,CONFIRMED,40.7501028,4.873,6026.0,10.1271,544.0,14.5514,6453.0,5.20004,1.31,259.017252,72.161181
10349,CONFIRMED,10.9836724,2.636,315.0,2.35616,1043.0,196.694,6453.0,5.20004,1.31,259.017252,72.161181
10350,CANDIDATE,123.0586028,9.7316587,485.2393663,2.9538423,443.4993569,9.1430897,6453.0,5.20004,1.31225,259.017252,72.161181
10352,FALSE POSITIVE,3.8954139,2.832,911.0,5.15915,1359.0,566.299,6064.0,3.94,1.89,91.872047,66.857699
10355,CANDIDATE,3.133084,1.237,1192.0,10.3743,1922.0,2269.81,7478.0,4.05,2.06,47.806635,61.762385
10356,CONFIRMED,3.1915257,2.756,8587.0,16.4091,1626.0,1161.72,6673.0,4.13,1.69,65.469581,57.817209
10357,CANDIDATE,0.6435807,0.6659322,876.6807794,4.8452813,2608.950134,10949.2435224,5919.7,4.12,1.49305,58.486586,58.9683
10361,CONFIRMED,4.8026561,1.1658648,4358.1157678,1.4202459,370.455897,4.4510969,3231.0,5.04064,0.213459,292.313979,65.973802
10362,CANDIDATE,1.5379237,0.766,1135.0,8.73996,1677.0,1313.48,5672.5,4.51,0.93,81.671049,56.963615
10363,CONFIRMED,2.7347651,3.205,9209.0,17.805,1808.0,1775.39,6767.9,4.1,1.77,78.295591,33.317953
10364,CONFIRMED,3.057524,1.3790503,1117.9638175,2.4878486,848.2229732,122.3379291,4402.0,4.59,0.695095,65.97965,27.82237
10366,CONFIRMED,0.6691449,0.9921631,1254.3711932,1.9200407,964.704855,204.6910522,3457.0,4.7705,0.462408,68.593953,43.03704
10367,CANDIDATE,6.7053949,3.8459321,575.2056582,3.7076274,1209.2246588,505.2996309,6141.0,4.17616,1.45858,61.731142,66.119599
10368,CANDIDATE,10.2596322,1.8234891,1080.9213165,3.9130735,819.8012135,106.7468895,5734.0,4.4674,0.978325,66.834993,73.023689
10369,FALSE POSITIVE,6.7171913,7.5037208,9138.715071,22.875658,1484.8121463,1148.7011293,5843.0,3.7177,2.3529,75.797813,41.785784
10370,FALSE POSITIVE,9.1238101,5.1188391,283.324087,2.0471844,890.69861,148.7455904,5470.16,4.30008,1.1485,257.78508,56.658901
10371,CONFIRMED,2.2554459,1.6678604,5283.7103901,11.0535293,1579.7828847,1472.0095217,5817.0,4.23,1.29661,16.778688,-75.198945
10373,CONFIRMED,16.7368995,4.561,989.0,2.88015,834.0,80.3869,5759.0,4.44767,1.0,272.404118,86.860343
10374,CANDIDATE,17.7286608,6.4427868,1086.4618139,4.9572307,909.5495957,161.7433903,6554.0,4.24316,1.45796,279.46436,78.61111
10375,CANDIDATE,32.2079698,7.519958,2409.2943157,7.3178089,793.0,72.9642265,6554.0,4.24316,1.45796,279.46436,78.61111
10376,CONFIRMED,1.766692,1.4196682,830.5082973,1.5574734,700.8548645,57.0208084,3474.0,4.77152,0.46126,90.308345,34.77309
10377,CONFIRMED,3.7701296,2.8512056,4361.1801082,5.4800266,953.4195932,195.2881696,5058.0,4.53907,0.81833,97.74871,66.360596
10378,CONFIRMED,3.1342946,1.2158796,1183.6060713,1.7992966,618.3628631,34.5537033,3575.0,4.72334,0.516105,21.921735,72.296615
10379,CONFIRMED,2.5005291,0.8809865,12579.3504758,3.1713853,491.6465759,13.8080731,3181.0,4.94798,0.280475,65.280648,48.819831
10380,CANDIDATE,10.716524,3.075,1280.0,2.34185,587.0,19.7169,4067.0,4.50609,0.65,290.10886,61.085447
10382,CANDIDATE,4.5470055,2.382923,813.7370725,3.0070741,1096.3569775,341.4514343,5654.4,4.41,1.03909,125.188745,46.203604
10383,CANDIDATE,3.7115129,2.685,12280.0,13.941,1245.0,399.006,5973.0,4.31,1.22,54.989595,-83.088518
10384,FALSE POSITIVE,1.12355,1.611,1020.0,3.49799,2055.0,2963.42,5524.0,4.41,1.01,126.088625,42.104735
10385,CANDIDATE,1.3341738,1.3470884,2283.6562849,4.5073642,1320.8410635,719.3218467,4685.1,4.42,0.878958,99.898189,42.131339
10386,FALSE POSITIVE,0.40312,0.853,1000.0,2.95177,1645.0,1215.98,4252.9,4.37,0.89,111.559352,32.383825
10387,CANDIDATE,1.2016105,0.6498366,2414.8791188,5.3210497,1759.6991613,2266.0772453,5747.6,4.39,1.07532,113.874367,49.478068
10388,FALSE POSITIVE,3.929983,2.153,2270.0,6.51515,1244.0,398.651,6621.9,4.33,1.34,114.932863,28.120146
10389,FALSE POSITIVE,13.2054538,4.875,644.0,3.74642,1039.0,193.559,6653.0,4.14,1.67,132.635012,82.92712
10390,CANDIDATE,4.5156072,2.628,449.0,2.07194,1297.0,470.034,5617.0,4.47,0.97,285.205602,60.233671
10391,CANDIDATE,7.4057777,2.778,325.0,1.67743,1111.0,253.592,5617.0,4.47,0.97,285.205602,60.233671
10392,FALSE POSITIVE,2.02365,2.585,1710.0,5.96472,1952.0,2411.54,6582.0,4.24,1.48,101.382168,31.465533
10393,CANDIDATE,11.44192,3.841,5510.0,9.64245,1006.0,170.262,6259.0,4.34,1.24,116.107291,43.009079
10394,CANDIDATE,7.6288424,3.311,10850.0,18.0261,1194.0,338.345,6157.0,4.1,1.6,118.629831,45.807841
10395,CANDIDATE,1.238601,1.9048913,12167.5309178,12.1897562,1639.963909,1709.4569331,5237.0,4.2427,1.1072299,124.269428,-63.213403
10396,FALSE POSITIVE,1.8135767,1.0753316,4166.2802035,7.660458,1819.5378757,2590.3914807,5237.0,4.2427,1.1072299,124.269428,-63.213403
10397,CONFIRMED,24.2833782,5.132,2844.0,5.21152,654.0,30.5138,5675.0,4.46,0.98,94.283837,76.21102
10398,FALSE POSITIVE,10.2558,5.088,5740.0,7.44683,934.0,126.859,5326.0,4.43,0.97,124.446664,51.01037
10399,FALSE POSITIVE,3.566276,4.197,3870.0,20.2251,1851.0,1949.16,6831.4,3.61,3.17,127.945702,44.832314
10400,CANDIDATE,0.5572565,0.5671304,1198.7212417,3.2761782,1949.7515652,3415.3727761,5097.6,4.42,0.946,100.520595,39.842904
10401,CONFIRMED,3.4744763,4.258,12920.0,19.6131,1789.0,1701.38,6642.3,4.14,1.67,113.184238,33.835021
10402,FALSE POSITIVE,2.8269356,1.1692366,950.9544382,4.8112209,1795.9446278,2458.6277073,7072.0,4.28,1.50581,79.073505,79.737727
10403,CONFIRMED,8.082354,3.284,559.0,2.72432,959.0,140.474,5878.6,4.28,1.24,105.083329,56.824194
10404,CANDIDATE,4.052389,2.169,8976.0,13.1098,1227.0,377.016,6578.0,4.31,1.36,104.628546,67.677336
10405,CANDIDATE,5.5870396,2.745,1907.0,4.24332,948.0,134.155,5378.0,4.46,0.94,112.018025,30.321732
10406,CANDIDATE,2.7552586,1.17,338.0,9.65945,1481.0,799.261,6096.4,3.26,4.17,135.297462,55.85994
10407,CONFIRMED,9.47686,4.392,2980.0,9.80856,993.0,161.969,5801.8,4.32,1.79,316.631879,-26.692865
10408,CONFIRMED,2.6158597,2.517,13363.0,13.1204,1267.0,428.036,5267.0,4.32,1.08,117.026769,50.225147
10409,CONFIRMED,4.1250429,4.454,8804.0,15.3479,1608.0,1112.27,6304.0,4.11,1.62,110.388028,58.268109
10410,CANDIDATE,9.6052235,3.628,1437.0,3.86469,952.0,136.86,6137.0,4.43,1.09,114.345213,61.153925
10411,CONFIRMED,13.7270395,4.007,901.0,2.95921,802.0,68.9542,5777.0,4.38035,1.09,116.797198,68.476685
10412,FALSE POSITIVE,0.6850808,1.0565887,2675.7176662,1.9806358,922.0627729,170.8295335,3541.0,4.8452,0.380019,127.032597,56.427529
10413,CONFIRMED,1.0914304,3.05123,15377.7920504,22.6154555,2428.5408709,8220.5839513,6154.0,4.02046,1.74942,97.636645,29.672266
10414,CONFIRMED,7.107934,3.440833,501.6058242,2.2881711,885.9071544,145.5706555,5694.11,4.53108,0.902932,117.47937,27.363134
10415,CONFIRMED,20.5438153,4.0537919,799.3817133,2.5734283,621.931143,35.3582059,5694.11,4.53108,0.902932,117.47937,27.363134
10416,CANDIDATE,1.8308782,1.5764906,464.5713657,2.1988321,1430.8837135,990.6913333,5566.0,4.44006,0.98869,93.558549,53.135925
10417,CONFIRMED,3.4913952,1.763,5400.0,4.9395,718.0,44.3221,3907.0,4.62346,0.63,120.611679,64.797153
10419,CANDIDATE,29.7537451,8.0780445,6350.8299407,11.9868976,777.9510591,86.5625631,6409.0,4.20097,1.46863,33.458853,-80.582711
10420,CANDIDATE,9.1702265,5.6855842,305.9835677,2.6317754,1151.7002703,415.7946307,6409.0,4.20097,1.46863,33.458853,-80.582711
10421,CANDIDATE,6.2262315,2.239,1488.0,2.75524,910.0,114.271,3691.0,4.70931,0.53,107.865826,48.327933
10422,CANDIDATE,2.1555232,1.445,742.0,1.47809,944.0,132.347,3691.0,4.70931,0.53,107.865826,48.327933
10423,CANDIDATE,12.5739572,2.722,2170.0,2.4359,439.0,6.20302,3691.0,4.70931,0.53,107.865826,48.327933
10424,CONFIRMED,3.9228042,3.205,13970.0,15.8493,1369.0,583.697,6193.0,4.2858,1.3,110.168516,37.140595
10425,CANDIDATE,4.1192231,2.1841675,1236.5042452,2.2236629,657.7908482,44.2458262,3876.0,4.62394,0.632571,111.801451,53.045268
10426,FALSE POSITIVE,5.80322,1.569,1710.0,6.3744,781.0,61.8583,5846.0,4.11,1.5,118.881765,54.596601
10427,CANDIDATE,28.8745078,4.4849765,584.5089133,2.7122882,586.7970552,28.0202951,5773.0,4.46229,0.988898,254.503289,57.305263
10428,CANDIDATE,10.3857602,3.101,380.0,2.37414,904.0,110.973,6439.0,4.35142,1.26,313.339157,64.229166
10429,CONFIRMED,7.0731057,3.819,439.0,2.69175,1099.0,242.723,5656.0,4.1408,1.41,43.434461,69.101345
10430,CANDIDATE,14.4479828,6.353,218.0,2.79468,1605.0,1104.29,6669.0,4.01,1.95,248.253233,72.925534
10431,CANDIDATE,3.6985817,1.5474205,3061.8238445,4.3816478,709.1406179,59.7654849,3948.0,4.59404,0.6692,54.502163,50.955115
10432,CONFIRMED,8.3033493,1.705,571.0,1.95844,685.0,36.5628,4814.0,4.54519,0.78,240.172481,83.258659
10433,CONFIRMED,17.6671687,2.525,854.0,1.87042,462.0,7.60884,4813.0,4.38,0.69,55.459031,-62.767267
10434,CONFIRMED,29.7975205,2.782,671.0,1.60982,374.0,3.2713,4813.0,4.38,0.69,55.459031,-62.767267
10435,CONFIRMED,12.1623316,2.614,317.0,1.15643,638.0,27.5458,4813.0,4.38,0.69,55.459031,-62.767267
10436,CONFIRMED,3.9766833,1.859,142.0,0.757588,855.0,89.0886,4813.0,4.38,0.69,55.459031,-62.767267
10437,CONFIRMED,7.9076222,2.611,217.0,0.969819,720.0,44.8107,4813.0,4.38,0.69,55.459031,-62.767267
10438,CANDIDATE,19.428419,3.5727154,850.4127883,2.4616462,582.3179815,27.1745153,5366.0,4.56253,0.835173,351.017992,43.37667
10439,CANDIDATE,10.9406641,2.175,440.0,1.36492,503.0,10.665,4324.0,4.697,0.61,247.043455,63.499098
10440,CONFIRMED,21.2690422,5.893,350.0,1.87711,770.0,58.618,5707.0,4.31886,1.16,257.328868,71.876672
10441,CONFIRMED,4.2660553,0.69,1700.0,3.30511,506.0,10.8837,3281.0,4.90415,0.32,257.747332,71.872204
10442,CONFIRMED,22.3417286,2.582,472.0,2.54102,598.0,21.2584,6179.0,4.3969,1.14,294.291071,60.881302
10443,CANDIDATE,5.984871,2.2695614,2583.7788262,3.4443503,519.0,13.8196717,3759.0,4.80439,0.424468,281.13629,54.949899
10444,CANDIDATE,2.5253323,0.989829,1258.5718559,1.4761503,576.4840036,26.1017752,3340.0,4.81708,0.410465,281.767709,54.910682
10445,CANDIDATE,3.8776815,1.0297542,1077.9105507,1.365807,499.6923767,14.7343811,3340.0,4.81708,0.410465,281.767709,54.910682
10446,CANDIDATE,2.7546548,0.561,394.0,2.08088,808.0,71.0366,4435.0,4.58929,0.7,270.80605,60.675192
10447,CANDIDATE,1.8318623,1.4211172,403.1219726,1.5299007,1144.0968579,404.9227459,4837.0,4.51662,0.768226,270.73931,60.417638
10448,CONFIRMED,4.4891367,1.8833377,1271.1867023,1.9980298,625.4009463,36.1538988,3959.0,4.68416,0.561356,282.737228,64.419466
10449,CONFIRMED,9.0447039,1.7653148,1611.0010188,2.2493746,495.1628187,14.2073509,3959.0,4.68416,0.561356,282.737228,64.419466
10450,CONFIRMED,2.3889051,1.032409,569.8511771,1.3399401,771.7556976,83.8378977,3959.0,4.68416,0.561356,282.737228,64.419466
10451,CONFIRMED,3.6906759,1.107,1657.0,1.36751,479.0,8.77401,3469.0,4.9401,0.31,124.53286,-68.314466
10452,CONFIRMED,7.4507305,0.475,1542.0,3.04528,329.0,1.96064,3469.0,4.9401,0.31,124.53286,-68.314466
10453,CONFIRMED,2.2531062,0.9939837,682.3972723,0.826635,567.3025213,24.4782213,3469.0,4.9401,0.31416,124.53286,-68.314466
10454,CANDIDATE,11.3373614,2.8611319,1194.0451617,2.619494,612.9150641,33.3520232,4765.0,4.55138,0.768675,240.301978,68.9373
10455,CONFIRMED,37.4685042,7.685,429.0,2.56325,1037.0,192.521,6114.0,4.293,1.27,243.488853,63.53353
10456,CANDIDATE,0.9351891,0.7694649,1150.2871156,1.8032935,952.065635,194.1728744,3652.0,4.71387,0.526987,253.461486,60.70962
10457,CANDIDATE,32.7135406,5.075467,1469.2598788,2.4202837,291.1102616,1.6972705,3652.0,4.71387,0.526987,253.461486,60.70962
10458,CONFIRMED,5.3846239,3.2617296,630.6901313,2.6170633,1001.7564461,237.9959598,5700.0,4.48088,0.959022,252.469835,61.173577
10459,CANDIDATE,16.2143217,3.8395249,1553.7064339,2.8235075,404.1671972,6.3061639,3849.0,4.65688,0.593295,265.59431,57.447771
10460,CANDIDATE,60.1848926,3.546,2242.0,11.0047,597.0,21.2072,6499.0,4.35362,1.27,273.781707,56.878102
10461,CANDIDATE,2.7830114,1.7406295,916.2640701,1.7104603,696.3924073,55.5823764,3756.0,4.68309,0.562607,306.328774,77.636412
10462,CANDIDATE,2.125687,1.4649664,570.6858828,1.6780073,970.7631647,209.8814988,4428.0,4.57977,0.707159,255.400714,79.067126
10463,CANDIDATE,5.0097113,0.9457107,560.4159621,1.6316574,729.4723335,66.920057,4428.0,4.57977,0.707159,255.400714,79.067126
10464,CONFIRMED,20.7051499,3.348,1822.0,3.39245,531.0,13.1989,5169.0,4.57,0.81,354.741581,75.685232
10465,CONFIRMED,18.8500438,3.407,2610.0,3.09094,435.0,5.95531,3960.0,4.62853,0.63,326.851662,62.753816
10466,FALSE POSITIVE,16.155373,1.556705,71225.723174,10.424281,297.2885497,1.8460086,3270.0,4.98242,0.271,115.003473,-72.205678
10467,FALSE POSITIVE,11.062666,2.0842156,4957.8780942,2.6437021,293.8838939,1.7628857,3212.0,4.98029,0.254522,290.173976,73.195993
10468,CANDIDATE,11.5922513,3.4868947,373.1625573,2.4230886,926.7725725,174.3466841,6311.0,4.37813,1.19407,281.577645,75.303367
10469,CANDIDATE,24.141229,3.069765,1612.7795426,4.0770689,637.122924,38.9416122,6156.0,4.55262,0.94842,17.915004,79.165492
10470,CANDIDATE,3.797872,1.0636976,1501.0825028,1.9296055,554.7006125,22.3746156,3520.0,4.76125,0.472869,259.564164,74.302721
10471,CANDIDATE,47.3860753,1.81,19550.0,9.77368,248.0,0.636581,4415.0,4.69831,0.62,277.29301,55.313107
10472,CANDIDATE,3.493958,1.961,3650.0,5.65971,984.0,156.241,5203.4,4.47,0.9,234.241791,67.452579
10473,CONFIRMED,2.7033942,2.927,10340.0,16.72,1790.0,1704.57,6518.0,4.15,1.61,148.643119,40.387945
10474,CONFIRMED,4.3532339,3.869,10270.0,16.2509,1388.0,617.309,5914.0,4.07,1.59,140.102965,33.882329
10475,CONFIRMED,7.3377236,4.243,795.0,3.2807,1566.0,998.435,5994.0,4.4,1.1,152.102783,55.53996
10476,CANDIDATE,0.6097554,0.416,670.0,3.5774,1599.0,1086.19,5493.0,4.52,0.89,144.000344,51.607784
10477,CONFIRMED,2.8531016,1.142,1395.0,2.02068,610.0,23.0419,3703.0,4.76229,0.52,20.438428,-46.714723
10478,FALSE POSITIVE,1.0924536,1.2245785,874.580104,6.5935026,2235.1877779,5898.9818226,6273.0,4.2,1.4487799,141.367951,50.908874
10479,CONFIRMED,3.2122302,2.653,14429.0,13.0356,1183.0,325.569,5357.7,4.37,1.04,155.681459,50.128711
10480,CONFIRMED,8.0542207,3.0287161,706.8165307,2.8337706,877.6725493,140.2332705,5583.1,4.44,0.995254,156.837704,34.39095
10482,CONFIRMED,0.7365463,1.5732208,384.6733121,2.0231121,1831.2668801,2657.8322415,5250.0,4.42,0.963515,133.146837,28.329815
10483,CONFIRMED,16.7100422,5.4004652,615.2873631,2.7396616,747.4400609,73.7609475,5853.7,4.38636,1.09271,148.161931,35.111008
10484,CONFIRMED,10.2405483,3.538,9950.0,8.69623,760.0,55.4426,5251.0,4.54337,0.84,150.115101,39.457751
10485,CONFIRMED,2.8009915,1.4985399,204.8553325,1.4033915,1240.8853925,560.3349224,5723.87,4.49543,0.945408,164.777291,40.983718
10486,CONFIRMED,14.6503935,2.08,330.0,1.81908,580.0,18.7938,5859.45,4.4776,0.98,151.807032,46.114881
10487,CONFIRMED,6.5273884,3.1190657,415.430891,2.8972637,1149.830319,413.1007903,6023.0,4.23995,1.32944,136.777644,46.672425
10488,CONFIRMED,1.8817191,1.236,99270.0,10.9698,606.0,22.5072,3138.0,4.91873,0.31,147.768528,35.968556
10489,CONFIRMED,6.5578513,2.08,1596.0,2.54474,622.0,24.9125,4111.0,4.55528,0.66,7.302011,-30.454116
10490,CONFIRMED,20.708504,2.236524,1657.067907,3.751004,535.9397866,19.4977725,4111.0,4.55528,0.701202,7.302011,-30.454116
10491,CONFIRMED,9.9616347,2.4648052,1084.4327062,2.2807327,551.2319188,21.8201851,4111.0,4.55528,0.660806,7.302011,-30.454116
10492,CONFIRMED,3.2384253,1.9941055,532.7580623,1.5148369,801.6779386,97.6159379,4111.0,4.55528,0.660806,7.302011,-30.454116
10493,CONFIRMED,15.2321843,2.5318138,1228.5332287,2.6196767,225.1300261,0.6070922,4111.0,4.55528,0.660806,7.302011,-30.454116
10494,CONFIRMED,1.7063264,1.359,10980.0,10.1999,1091.0,235.772,4974.0,4.44059,0.9,165.167198,64.963845
10495,CONFIRMED,2.9720774,4.41,6440.0,15.6498,1848.0,1939.51,6101.12,3.92024,1.95,150.572626,53.950824
10496,CONFIRMED,4.9877056,2.2769107,1192.3398198,2.4703077,697.8376698,56.0452278,4336.0,4.62012,0.668693,213.078772,74.411791
10497,CONFIRMED,1.8290294,1.6679098,704.8493933,2.1268375,974.9472494,213.5233995,4336.0,4.62012,0.668693,213.078772,74.411791
10498,CANDIDATE,18.7559765,2.5550705,1506.818331,2.9737536,448.7537809,9.5841474,4336.0,4.62012,0.668693,213.078772,74.411791
10499,CANDIDATE,1.4198659,1.3058497,465.2106205,2.2822776,1520.4997021,1263.1832531,5406.0,4.42475,0.984511,287.681017,64.153662
10500,CANDIDATE,2.0937563,0.433,1250.0,6.75578,1014.0,175.656,6435.69,4.3758,1.23,153.549683,29.085524
10501,CANDIDATE,11.0023133,5.305,298.0,4.25882,1120.0,261.664,6264.0,4.25903,2.87,285.728523,63.948849
10502,FALSE POSITIVE,9.573548,2.036,2788.0,15.6118,1135.0,275.837,6505.0,4.04,1.83,141.721087,61.698996
10503,CANDIDATE,8.7046669,2.58,9660.0,28.8458,1172.0,313.381,6427.0,4.11,1.67,152.33046,39.162411
10504,FALSE POSITIVE,5.34326,1.426,6980.0,10.4171,751.0,52.9343,5776.0,4.25,1.26,160.229227,35.913354
10505,CONFIRMED,3.2087149,1.639,1960.0,12.3921,1287.0,455.479,5971.4,3.77,2.26,142.743406,26.539995
10506,CONFIRMED,4.1374379,1.8454937,1125.5354645,2.6757659,918.6796864,168.3361754,5058.0,4.51761,0.802633,44.262014,-56.191869
10507,FALSE POSITIVE,9.62517,3.725,540.0,2.03371,1007.0,170.739,6149.0,4.57,0.93,161.42778,69.20078
10508,FALSE POSITIVE,48.4808217,8.081,110.0,2.36501,684.0,36.5063,6153.0,3.72,2.47,260.762886,63.110741
10509,CANDIDATE,8.8164887,3.895,170.0,1.28915,973.0,149.167,5502.5,4.43,0.99,151.720029,45.883328
